enrollee_id,city,gender,role_id,group_id
24444,116,Female,365,23
19770,11,Male,363,96
31057,21,Female,139,50
11215,46,Male,691,17
32159,75,Male,874,24
20354,160,Male,133,48
31999,91,Male,624,54
25437,16,Male,605,16
6163,104,Male,863,83
28804,103,Male,399,39
12623,83,Male,269,100
30870,114,Male,584,40
10375,103,Female,723,26
7007,65,Male,451,71
7404,104,Male,244,50
11851,73,Male,846,4
24370,30,Male,96,79
11202,103,Male,966,79
25910,105,Male,657,76
6546,150,Female,459,28
12508,100,Male,936,54
28634,21,Male,236,68
2192,114,Female,810,58
7135,103,Male,467,91
21042,103,Female,167,19
15592,73,Female,613,44
26185,16,Male,123,86
9883,103,Male,230,18
20919,24,Male,412,5
4030,16,Male,475,104
29932,103,Female,857,72
12169,160,Female,912,65
12566,114,Male,548,22
29167,103,Male,273,59
18838,98,Male,996,53
10382,159,Male,272,35
9691,103,Male,62,85
13315,21,Female,439,27
32003,103,Male,889,78
13766,144,Male,215,47
30560,74,Female,451,7
9924,16,Female,229,83
17893,65,Female,530,60
11647,16,Male,746,12
25733,160,Male,160,56
29336,16,Male,784,50
18078,21,Male,582,98
2145,16,Male,276,43
2984,24,Female,782,19
32030,12,Male,970,44
10871,103,Male,511,43
3613,16,Male,450,74
26253,16,Male,526,81
2440,116,Male,795,5
1772,21,Male,438,12
4711,13,Male,908,98
15513,114,Male,176,100
30827,67,Male,448,32
21090,103,Female,582,31
30390,19,Male,685,4
2946,21,Female,40,100
23444,100,Female,273,9
13718,67,Male,397,71
15603,71,Male,144,59
14570,100,Male,618,67
23094,53,Male,219,65
315,103,Male,773,45
21512,28,Male,641,3
24680,103,Male,988,73
32798,79,Female,566,18
2249,83,Male,911,42
17343,21,Male,331,60
4408,90,Male,137,80
32076,11,Male,990,104
28137,21,Male,735,18
22387,70,Male,805,8
2706,123,Female,736,6
11373,103,Male,247,61
18656,136,Male,963,77
5846,114,Male,475,82
24716,103,Male,90,78
30142,16,Male,53,62
18390,54,Female,182,12
2252,77,Male,884,102
29859,21,Female,249,9
13495,100,Male,934,89
29967,97,Female,560,15
11335,114,Male,368,35
16533,145,Male,530,12
14760,73,Female,118,68
24056,21,Male,43,26
17326,21,Male,751,103
7814,155,Female,925,33
32084,103,Female,757,92
30207,78,Male,164,92
20905,89,Male,982,56
1061,160,Male,144,82
14502,102,Male,35,96
31746,21,Female,816,2
2059,61,Male,912,33
15039,103,Female,272,54
24954,90,Female,966,31
20423,21,Female,601,87
30989,103,Male,625,80
20953,21,Male,286,4
26013,65,Male,920,53
21761,103,Male,635,52
6723,16,Female,989,84
506,103,Male,915,45
23504,105,Male,192,52
11508,21,Male,904,76
14726,114,Male,379,48
17033,103,Female,585,53
23652,103,Male,161,75
33264,157,Male,540,39
1860,21,Female,720,8
6324,103,Female,435,75
32246,94,Male,835,84
28932,21,Male,636,47
24913,21,Male,297,4
28385,74,Male,639,92
15000,16,Male,836,23
27553,103,Male,454,14
14995,114,Male,990,75
23165,103,Male,536,102
21982,16,Male,121,41
17766,23,Male,149,83
22019,100,Male,877,8
30032,103,Male,284,66
18251,103,Female,9,26
30318,114,Male,366,2
4521,90,Male,368,13
23724,144,Male,51,92
22596,102,Male,281,27
17586,160,Male,319,19
562,103,Male,298,28
18585,36,Female,956,44
5292,74,Female,436,13
18613,102,Male,229,16
1068,103,Male,668,22
6219,160,Male,274,43
22020,21,Male,386,104
30545,16,Male,222,97
12537,44,Female,933,77
21,73,Male,623,61
24278,11,Male,149,80
9932,100,Male,54,56
17671,83,Male,40,93
4458,123,Female,128,27
26528,104,Male,328,73
15736,103,Male,278,45
9223,21,Female,627,11
10402,21,Male,809,28
30662,67,Male,450,68
24313,21,Male,716,13
18938,103,Male,61,43
15354,74,Female,662,26
25320,16,Male,437,52
28796,114,Male,346,93
28186,74,Female,244,87
12784,114,Female,195,61
15415,114,Male,789,62
2974,28,Male,971,78
33331,94,Male,361,40
17741,21,Male,383,103
16241,19,Female,251,34
27284,103,Male,280,3
27856,98,Female,991,51
11910,103,Male,302,55
31121,11,Male,43,10
8970,103,Female,171,27
30249,103,Male,265,78
24698,160,Male,916,55
11604,21,Female,927,38
9188,64,Female,439,24
11249,103,Female,997,18
10896,103,Male,759,88
19045,116,Male,685,51
20901,65,Male,197,36
7970,45,Male,949,44
5262,21,Male,502,21
8265,160,Male,792,62
13989,74,Male,654,78
23160,114,Male,679,84
17156,115,Male,647,69
27448,103,Female,348,61
2769,21,Male,88,73
22935,136,Female,623,87
25835,159,Male,822,55
24175,141,Female,551,13
23368,21,Male,156,38
12497,65,Male,363,77
5748,16,Male,435,13
2868,136,Male,289,24
13111,103,Female,884,86
30588,162,Female,228,19
8478,160,Male,656,33
25499,103,Male,624,66
17559,103,Female,957,3
1991,24,Female,683,13
22361,149,Female,986,71
24873,21,Female,240,28
10735,19,Male,176,10
28226,21,Male,156,60
24333,21,Male,875,76
31737,104,Male,140,47
27391,103,Female,187,104
18085,102,Male,247,63
6974,136,Female,156,54
26239,103,Female,157,50
5352,100,Male,858,68
15274,53,Male,487,94
30711,46,Male,261,68
7981,104,Male,68,97
30659,46,Male,895,101
12063,114,Male,72,84
27219,103,Male,468,53
27149,71,Male,366,88
18761,67,Male,592,39
18230,73,Male,249,59
25974,23,Male,665,103
31509,102,Male,996,40
5268,97,Male,797,73
22332,73,Male,286,13
15412,21,Male,370,44
26328,104,Male,598,91
11798,103,Male,477,76
2947,23,Male,190,96
27565,89,Male,992,26
18587,90,Female,57,26
15067,136,Female,490,61
14919,114,Male,608,33
534,103,Male,576,64
30792,46,Female,424,25
9171,50,Male,424,83
18562,21,Female,582,73
29319,145,Male,518,6
25683,21,Male,490,95
4121,103,Male,620,81
11700,103,Female,89,41
4520,67,Female,988,92
17239,102,Male,580,40
785,23,Male,741,3
29646,11,Male,533,98
29034,103,Male,45,101
17475,16,Male,357,78
18255,89,Male,502,27
173,16,Male,626,31
29599,114,Male,699,99
21304,14,Male,691,62
13178,136,Male,421,29
6403,160,Male,323,8
6577,21,Male,381,23
25238,21,Female,896,77
6589,83,Male,706,41
23868,157,Male,744,96
30733,160,Female,583,4
7838,77,Male,883,93
4651,90,Female,642,57
4212,160,Male,259,51
13469,16,Male,653,81
33187,16,Male,26,44
8601,160,Female,93,54
27511,103,Female,151,90
9949,75,Male,960,7
28020,21,Male,800,52
22589,105,Male,972,98
16736,103,Female,552,14
12145,57,Female,958,31
9538,103,Male,487,34
810,103,Male,812,97
13368,19,Female,558,59
16275,76,Male,846,98
10376,126,Male,502,7
30596,55,Male,777,48
5700,10,Male,711,75
5732,114,Male,841,42
7587,103,Male,135,79
28414,103,Male,751,103
22304,99,Male,272,19
18869,103,Male,289,53
16392,114,Male,770,48
3044,136,Male,343,93
21030,103,Male,955,102
26555,16,Male,104,89
10537,65,Female,872,17
27594,21,Male,948,61
11222,73,Male,56,80
11740,103,Male,279,57
17053,103,Male,298,44
7670,103,Female,200,59
18739,21,Male,147,41
26967,103,Female,448,10
5719,28,Female,730,69
25959,10,Male,456,70
19691,16,Male,762,32
2540,102,Male,748,49
6232,103,Male,284,65
17148,27,Male,154,29
25428,104,Female,751,7
30127,16,Female,455,66
21197,99,Male,590,35
3142,162,Male,169,28
7192,103,Male,229,99
15244,103,Male,148,3
32398,160,Male,907,74
31970,103,Male,529,101
29028,103,Male,297,13
27757,75,Male,384,81
15112,103,Male,52,62
13653,21,Female,100,44
23526,90,Male,953,21
18812,21,Male,110,73
21314,74,Male,215,77
25401,103,Male,111,66
7681,46,Male,881,9
16956,20,Male,321,30
31906,73,Male,949,29
4569,90,Male,622,73
16304,21,Male,30,24
1519,136,Female,687,24
2162,89,Male,888,53
25842,21,Male,305,102
21013,65,Male,172,95
2178,61,Female,143,33
9346,39,Male,1000,101
24580,136,Male,157,68
3957,100,Male,857,12
15209,73,Male,679,66
33138,103,Male,410,41
10763,136,Female,991,36
3340,16,Male,443,3
1607,99,Female,823,32
11,103,Male,116,88
7292,10,Male,835,79
12181,138,Male,121,36
27515,117,Female,542,51
5256,83,Female,128,4
14956,160,Female,595,32
8945,158,Female,124,92
25268,90,Male,567,15
15127,103,Female,845,90
3015,16,Male,597,38
14632,114,Male,536,11
28228,97,Male,370,79
8206,45,Female,711,51
25091,71,Male,866,58
30353,103,Male,373,66
20312,175,Male,278,28
32103,16,Male,460,57
27230,21,Male,266,13
26424,100,Male,871,92
17704,103,Male,474,70
23617,103,Male,496,31
30603,16,Male,852,52
28623,103,Female,159,30
15082,114,Male,859,9
15393,117,Male,200,94
21716,103,Male,63,41
10747,100,Male,728,90
10430,103,Female,29,34
511,28,Female,238,101
18526,136,Male,594,14
884,103,Female,382,103
13252,106,Male,840,27
29287,16,Male,143,14
23821,133,Male,94,14
16173,138,Male,603,70
32187,21,Female,310,38
20562,78,Male,746,43
21458,21,Male,19,61
2879,21,Male,491,80
24624,103,Male,844,44
10318,131,Male,236,43
27470,160,Male,282,87
27467,103,Male,714,85
1226,103,Male,12,22
15986,65,Male,918,80
6371,75,Female,543,104
3100,21,Female,141,44
9567,160,Male,384,64
14332,19,Female,958,39
31835,21,Female,264,90
26478,65,Male,91,55
4399,103,Male,144,51
3776,136,Male,670,21
19914,103,Male,885,4
31062,103,Male,355,89
18075,103,Male,485,26
21074,103,Male,141,86
23049,103,Female,740,90
5822,16,Male,445,38
13384,136,Male,12,3
29788,103,Female,259,6
16569,28,Male,576,75
25058,116,Female,715,62
14414,103,Male,649,86
32604,138,Male,421,7
5337,101,Female,781,59
7040,103,Female,304,14
29145,103,Male,783,104
31503,16,Male,501,5
19161,41,Female,693,97
28323,19,Male,66,75
30006,21,Female,641,5
17278,67,Female,845,41
14424,74,Male,597,70
24219,114,Female,912,58
15402,102,Female,128,62
12034,114,Male,382,75
19456,21,Male,281,24
514,114,Female,246,98
26321,114,Male,619,84
29708,45,Male,115,35
11782,73,Male,254,20
16279,21,Female,409,32
5577,21,Female,450,97
9200,24,Male,567,103
28717,136,Female,997,38
17618,90,Male,328,20
31106,160,Female,83,54
8792,114,Male,980,1
17752,103,Male,858,76
4595,114,Male,768,85
29094,104,Male,194,52
6943,21,Female,299,4
5692,71,Male,452,101
18033,103,Male,889,27
6121,57,Male,167,34
20222,104,Male,274,18
7146,103,Male,687,35
7150,21,Male,13,39
9326,104,Male,736,73
25736,103,Female,196,11
19769,114,Female,766,15
22515,103,Male,794,104
24126,21,Female,757,70
14528,100,Female,96,48
31788,160,Male,790,27
19859,100,Male,199,6
6009,104,Male,356,8
3809,159,Male,440,77
32214,142,Male,824,12
12367,152,Female,998,61
26040,73,Female,940,74
4349,103,Male,632,26
13670,103,Male,530,31
1117,103,Male,663,95
25332,71,Male,796,60
15866,50,Female,865,3
7352,100,Male,743,76
7143,103,Male,875,31
23239,27,Male,293,14
30075,11,Male,129,82
3650,70,Male,595,103
23397,21,Male,48,102
2218,16,Female,894,51
5321,67,Male,431,15
16696,160,Female,49,18
21354,114,Male,558,37
17770,19,Female,494,84
27356,103,Female,507,93
23342,90,Male,964,48
447,21,Male,592,66
6042,103,Male,803,49
22862,65,Male,605,93
26242,160,Male,50,40
32481,165,Male,802,39
28129,104,Female,772,81
6059,103,Male,118,98
28205,103,Female,324,14
9306,67,Male,187,68
3285,102,Male,296,16
7651,149,Female,124,71
16191,91,Male,931,79
12614,23,Female,870,79
1686,103,Male,686,19
22551,114,Male,147,43
26356,103,Female,452,98
17897,104,Male,714,69
9371,75,Male,645,99
12411,75,Male,660,39
13190,75,Female,44,61
23372,90,Male,932,75
6811,145,Female,737,52
25405,103,Male,164,76
23266,100,Male,48,66
22562,67,Male,137,34
2450,21,Female,589,39
20652,90,Male,875,63
8976,46,Female,909,70
23148,160,Female,488,38
29014,114,Male,312,64
17229,21,Female,315,68
29657,103,Female,530,41
31599,16,Male,875,93
636,103,Male,879,56
25477,136,Female,379,4
31933,149,Female,424,80
2229,102,Male,309,25
10794,21,Female,456,36
14387,103,Male,656,99
12260,136,Male,279,67
32467,83,Male,941,50
31390,103,Male,909,26
32178,54,Male,70,100
16709,91,Female,783,19
12457,67,Male,399,4
1014,116,Male,988,78
16190,102,Male,137,75
12907,103,Male,850,17
24374,21,Male,349,76
13186,103,Male,926,21
4164,103,Male,380,99
30552,160,Male,590,19
2603,40,Male,474,79
16846,103,Female,433,86
1662,160,Male,727,85
6228,41,Male,635,31
26307,173,Male,289,19
27055,45,Male,327,85
28580,46,Female,907,85
12655,114,Male,700,60
21385,61,Male,463,2
6345,114,Female,297,10
21893,136,Male,185,7
16341,21,Male,479,65
30105,103,Male,582,4
30008,103,Female,527,14
4617,93,Male,949,58
17314,11,Female,245,10
29756,173,Male,526,83
32879,160,Male,172,54
24072,10,Male,976,62
23597,75,Male,762,66
15847,103,Female,886,65
20664,114,Male,926,44
23559,67,Male,422,76
5735,159,Male,384,100
4313,103,Female,94,36
31729,61,Male,170,26
26776,145,Female,826,82
23520,21,Female,434,88
31657,128,Male,193,29
9761,16,Male,439,81
9721,103,Male,690,75
30895,136,Female,253,24
6819,21,Female,427,59
29372,30,Male,191,88
27132,103,Male,433,57
11005,152,Male,503,97
1707,103,Male,75,97
25034,21,Female,125,43
22541,21,Female,768,50
27052,23,Male,618,36
24454,21,Female,194,49
24014,42,Male,526,29
9555,102,Male,807,10
17816,36,Male,486,40
10916,103,Female,218,2
9458,105,Female,386,8
11987,16,Male,436,13
19959,103,Male,747,46
28284,102,Female,568,23
11464,21,Female,283,26
13459,30,Female,771,8
5926,165,Male,314,9
7975,103,Female,711,27
7882,71,Male,255,103
494,160,Male,741,4
12146,138,Male,974,93
5787,61,Male,342,13
14704,114,Male,159,52
3540,71,Male,95,19
27651,16,Female,195,47
9253,136,Male,611,62
16218,165,Male,261,2
16062,103,Male,395,86
15245,103,Female,485,63
13109,103,Male,571,36
16620,24,Male,29,43
5687,23,Male,778,14
27725,103,Male,935,47
7566,21,Male,280,9
10303,103,Male,382,39
15810,103,Male,563,80
30548,160,Male,796,54
21509,21,Female,223,48
5460,136,Male,878,46
19998,91,Female,975,19
28273,114,Male,211,27
30257,74,Male,986,3
31241,75,Male,574,44
20378,103,Male,557,15
29402,103,Male,454,89
23474,45,Male,357,79
22548,165,Male,560,100
98,16,Female,67,92
6105,160,Male,309,79
23869,21,Male,276,85
17123,21,Female,385,21
28409,103,Female,907,100
25618,104,Male,431,68
25048,21,Female,316,46
32459,114,Male,890,102
16534,23,Female,382,54
33223,21,Male,814,66
19824,114,Male,618,27
11893,103,Female,154,94
28778,136,Male,347,76
4051,40,Male,731,99
16523,21,Female,447,50
1165,103,Male,571,19
10090,100,Male,46,66
14711,158,Male,753,41
18366,21,Female,816,57
8293,67,Female,281,16
21164,16,Male,176,52
6430,160,Female,708,33
32463,36,Male,828,46
30477,11,Male,444,90
2707,16,Male,498,42
9167,21,Female,708,93
25083,136,Female,687,61
503,67,Male,96,20
27607,20,Male,529,98
25915,83,Male,584,104
30308,116,Male,529,101
29607,104,Female,583,21
21938,16,Female,130,100
15076,160,Female,371,91
25278,134,Male,518,17
3531,100,Female,796,91
13796,64,Male,31,86
28272,150,Female,676,44
26345,103,Female,878,18
5679,103,Male,713,43
4435,21,Male,590,66
19920,114,Male,68,97
28644,114,Male,780,35
8481,103,Female,968,66
29166,83,Male,356,42
8040,97,Male,833,37
19085,114,Male,262,73
14948,71,Male,458,27
20158,149,Male,212,16
10068,103,Female,729,59
15093,103,Male,622,70
16381,136,Male,197,12
24435,114,Female,170,25
3824,103,Male,578,33
15858,114,Female,933,80
7249,103,Male,934,46
6596,102,Female,103,67
27630,41,Male,829,64
31058,103,Male,631,83
12408,21,Male,253,100
32560,136,Male,977,95
12987,160,Male,454,83
25022,21,Male,341,86
20547,134,Female,157,33
27795,103,Male,372,86
29088,103,Female,771,76
14212,16,Female,360,75
5538,103,Female,361,11
20713,21,Female,355,29
23877,20,Male,85,62
9693,104,Male,489,19
18146,100,Male,796,53
22883,73,Female,998,80
1461,114,Male,237,39
24448,173,Male,125,48
31735,160,Male,53,32
8080,21,Male,89,50
26930,13,Male,436,104
11372,103,Male,800,26
13937,100,Female,755,91
24522,57,Male,849,95
6670,116,Male,989,74
25159,105,Female,578,49
3263,103,Male,103,21
10035,16,Male,694,54
7390,75,Male,782,14
26544,114,Male,10,85
32322,102,Female,79,35
21083,90,Male,344,80
13254,16,Male,634,9
29267,100,Male,541,42
8129,13,Male,41,53
18631,21,Male,840,73
23833,21,Male,887,14
30841,19,Male,576,90
6656,21,Female,706,7
14602,21,Female,255,78
11891,16,Male,839,45
30379,149,Male,612,65
3136,83,Male,753,87
13747,114,Male,164,52
29271,83,Male,890,43
21325,136,Male,110,44
8357,71,Male,538,57
30948,114,Male,161,70
22531,136,Male,509,18
5656,50,Male,48,5
21085,128,Male,659,62
20649,16,Male,983,38
19534,71,Male,392,88
25393,103,Male,320,3
2878,100,Male,353,104
24347,21,Female,39,53
32192,173,Male,416,16
13058,103,Male,405,80
10613,13,Female,977,60
20265,50,Male,394,100
24897,89,Male,258,4
29152,103,Male,988,20
21321,90,Male,44,65
21411,114,Female,506,77
32170,103,Female,791,103
24678,16,Female,458,3
29895,103,Female,566,58
5827,104,Female,277,31
18608,21,Male,619,45
9048,21,Female,452,39
2083,103,Male,691,33
3002,102,Female,203,93
29856,83,Male,367,48
22061,21,Male,883,96
2916,104,Male,855,61
23069,103,Male,688,35
19057,28,Male,587,61
12885,78,Male,114,16
20052,114,Female,968,10
10264,103,Female,819,84
32430,114,Male,388,41
348,13,Female,215,47
6130,138,Male,345,40
8636,16,Male,145,48
3045,104,Male,172,26
32763,16,Female,472,79
27509,136,Male,379,4
20330,160,Male,270,104
15077,83,Female,63,50
25511,99,Male,573,37
6170,71,Male,206,27
18044,114,Female,311,46
5733,21,Male,913,64
11571,136,Female,161,85
20129,103,Male,825,104
22416,21,Female,511,81
9724,103,Male,988,68
12813,136,Female,651,29
15764,103,Male,444,33
6003,103,Male,573,29
11934,160,Female,704,41
14957,103,Female,522,57
12658,70,Male,7,70
4181,16,Male,500,52
30192,21,Male,17,40
25068,21,Male,482,70
22356,75,Male,161,10
19170,103,Male,10,49
18778,16,Male,341,104
14242,160,Male,190,5
21856,114,Female,156,64
8222,45,Male,805,48
17517,71,Male,97,57
6934,21,Male,473,8
24762,103,Male,386,43
20934,103,Male,265,28
25066,14,Female,266,66
15567,114,Male,194,12
9784,103,Male,601,52
26517,103,Female,353,7
21598,114,Female,553,16
4489,149,Male,209,13
2788,73,Male,994,88
18069,19,Male,797,24
17531,90,Female,24,48
22385,152,Female,88,17
13705,136,Female,666,39
32064,167,Male,827,58
29865,136,Male,337,75
28622,64,Male,520,95
99,103,Male,210,26
27549,103,Male,45,91
31170,57,Male,921,62
21626,11,Female,589,63
30861,67,Male,394,18
16019,103,Female,206,2
11840,40,Male,726,53
8902,103,Male,328,16
5747,74,Male,188,97
16204,103,Female,973,61
5602,21,Female,396,37
18970,21,Male,247,39
7938,21,Male,615,14
24019,160,Male,948,101
10001,103,Male,987,33
1979,21,Female,753,60
25994,16,Male,178,102
11017,11,Female,515,59
9284,67,Female,594,17
1060,103,Male,626,96
6763,100,Male,834,61
1964,134,Female,320,23
6293,160,Male,489,23
4710,21,Male,1000,25
31323,103,Male,769,9
2807,16,Male,412,19
32255,23,Female,651,81
19092,90,Female,505,37
26193,145,Male,455,60
4639,138,Male,371,34
12853,136,Male,780,86
7247,97,Female,505,1
7,136,Male,722,65
15575,114,Male,951,21
11163,103,Male,182,19
2527,104,Male,605,104
17797,23,Male,845,94
8892,7,Female,53,28
5163,103,Male,114,54
28889,114,Male,854,101
1011,103,Female,876,23
4923,21,Male,85,49
21447,21,Male,477,84
31357,67,Male,325,16
12118,152,Male,714,98
33133,103,Male,979,81
6306,103,Male,943,20
15204,103,Male,978,104
23532,103,Female,645,56
16300,21,Male,461,60
15428,76,Male,908,39
7407,55,Male,11,29
2204,16,Male,345,96
17455,104,Male,332,92
26090,136,Male,859,95
23124,103,Male,103,33
1413,103,Male,588,63
30757,21,Female,838,89
4684,23,Male,37,10
18772,136,Male,231,34
19902,16,Male,138,102
16301,65,Male,418,6
32428,21,Female,496,21
25853,67,Male,988,13
19592,21,Male,570,26
1187,67,Male,390,38
27645,103,Female,933,53
23530,21,Female,579,54
7010,40,Male,5,68
24963,21,Female,361,63
14902,54,Male,889,14
28953,105,Male,917,26
12719,100,Male,999,25
8383,114,Male,424,25
28677,103,Male,199,67
30954,57,Male,495,31
14148,73,Male,77,18
6766,138,Male,443,73
16338,21,Male,790,9
13760,101,Male,967,97
19481,104,Male,644,43
17544,73,Male,968,11
19984,21,Male,203,87
21776,114,Male,602,76
19910,73,Male,262,17
13290,142,Male,590,65
9074,160,Male,442,39
28793,41,Male,47,55
19113,114,Female,543,53
21437,123,Male,778,73
6543,23,Male,19,91
17507,103,Male,69,1
11843,16,Male,122,19
22782,36,Male,505,67
21875,74,Male,307,40
22664,102,Female,204,43
28553,103,Male,482,11
17362,11,Male,217,67
2963,21,Male,566,81
22543,50,Male,488,51
17201,21,Male,585,65
33228,103,Male,935,6
32050,21,Male,252,81
843,16,Female,698,81
31780,114,Female,568,11
3457,103,Male,547,49
16636,136,Male,471,96
20131,103,Male,772,82
27346,103,Male,993,55
1282,103,Male,596,102
33282,21,Male,698,6
17401,21,Female,347,69
5193,23,Female,373,40
11737,103,Male,104,71
1545,103,Male,120,85
4554,21,Female,572,43
12200,102,Female,981,71
7830,116,Male,236,27
19409,21,Female,215,23
24136,21,Female,645,84
4014,103,Male,166,11
24999,36,Female,869,19
18168,173,Male,431,20
28241,103,Male,720,50
1901,21,Male,680,64
9477,100,Male,338,2
5407,90,Male,83,89
21171,103,Male,145,87
27048,103,Male,728,104
23517,103,Male,941,67
13752,71,Female,824,76
6214,65,Female,176,96
13636,104,Male,764,2
19206,103,Male,979,54
14747,36,Male,307,25
24342,27,Female,612,18
4772,103,Male,242,44
584,142,Female,397,34
21676,173,Male,905,16
18807,50,Male,15,85
10101,136,Female,823,92
14535,114,Male,322,55
29235,41,Male,589,96
22687,21,Female,451,35
23621,103,Male,777,45
15142,114,Male,46,80
1505,149,Male,352,99
30988,53,Male,916,24
7870,104,Female,566,20
14020,1,Male,260,104
16443,21,Male,757,31
17431,71,Female,893,103
29542,21,Female,842,48
32715,103,Male,584,101
15647,43,Female,512,41
13493,89,Female,680,9
8957,42,Female,359,30
12938,101,Male,701,34
968,160,Female,150,70
33149,145,Male,464,28
19126,114,Male,526,20
16305,21,Female,637,46
28162,103,Female,203,30
2310,102,Female,265,65
13935,103,Male,597,76
19379,75,Male,999,89
10157,103,Male,463,30
8143,21,Female,217,1
28417,103,Female,728,99
12001,158,Female,205,77
3257,16,Male,219,96
28046,59,Female,840,98
1534,103,Male,403,103
31961,16,Female,29,2
1337,104,Male,546,94
9096,103,Male,231,13
32904,61,Male,952,32
19115,114,Male,992,89
29998,103,Male,52,87
6120,16,Male,359,101
12727,102,Male,162,46
18066,16,Male,408,70
30193,136,Male,661,27
16159,16,Female,882,98
14930,10,Male,204,17
4885,75,Male,139,7
32111,102,Female,314,77
9686,160,Male,157,65
5207,21,Female,387,35
32310,160,Male,355,8
31607,103,Female,698,16
9128,57,Male,387,74
19778,67,Male,454,11
10965,160,Male,848,79
15606,138,Female,363,20
22383,102,Male,60,45
29988,21,Female,419,2
22370,101,Male,706,11
15347,165,Male,844,41
4700,67,Male,115,1
1889,76,Male,191,26
1306,73,Male,398,62
13820,100,Female,646,61
24028,123,Male,518,27
6879,21,Female,452,8
30955,21,Male,562,8
11801,103,Female,213,34
29464,21,Female,161,39
3025,103,Male,554,26
21846,21,Female,59,68
32594,83,Male,239,82
3158,114,Female,262,54
19402,21,Female,398,89
24499,90,Female,87,84
29441,21,Male,932,28
29017,61,Female,703,80
10519,150,Male,550,95
3310,103,Male,402,103
18662,21,Male,102,6
10985,28,Female,968,54
29348,103,Male,79,81
5452,114,Male,955,31
31397,103,Male,180,56
2560,16,Male,615,41
30985,33,Female,848,100
6487,21,Male,495,10
21414,136,Male,533,71
32613,16,Male,454,31
29001,21,Male,255,13
4864,41,Male,931,63
23772,28,Male,691,35
109,103,Male,860,19
26456,64,Male,660,33
23152,149,Female,508,87
25154,101,Male,339,91
15289,45,Male,890,55
33379,103,Male,981,60
3820,103,Male,107,45
21733,27,Female,208,26
13122,16,Male,145,76
25331,24,Female,203,63
18762,103,Male,197,28
25727,103,Female,203,42
787,23,Male,528,99
19608,102,Male,794,16
28049,103,Female,273,88
1853,21,Male,400,67
18055,103,Female,351,97
26898,65,Male,242,21
5167,21,Male,793,94
21001,16,Male,767,45
11556,114,Male,449,98
32851,100,Male,239,10
15283,103,Male,945,72
8624,103,Female,727,64
16374,16,Male,228,98
29119,145,Male,213,43
26390,114,Male,781,93
19707,41,Male,918,17
5013,104,Male,837,51
769,103,Male,222,100
5951,21,Female,521,16
32086,16,Female,773,90
17347,16,Male,865,102
21721,176,Male,435,30
11894,103,Female,76,65
2256,76,Male,779,64
27901,103,Male,266,38
14078,103,Male,693,73
7271,142,Female,96,6
10942,48,Female,526,12
30300,64,Male,420,38
19845,98,Female,893,53
30040,11,Female,90,30
28975,103,Male,913,27
8974,103,Female,508,79
10216,50,Male,167,9
4875,90,Female,415,27
27927,27,Male,124,52
20969,103,Male,634,42
20898,11,Male,118,98
27649,114,Male,198,83
24200,114,Female,231,86
24687,114,Female,362,101
391,103,Female,574,97
24778,103,Female,473,85
26080,21,Female,550,42
32837,103,Male,600,59
10140,162,Male,632,23
22868,102,Male,97,75
16085,102,Male,101,84
308,103,Male,1000,75
27252,21,Male,939,76
33370,114,Male,252,21
29782,45,Male,789,39
13637,114,Male,309,47
6470,89,Male,489,5
19070,16,Female,555,58
19368,103,Male,176,33
29696,103,Male,335,40
22841,73,Male,397,19
32307,115,Male,117,36
5942,11,Female,943,45
20191,16,Female,467,6
9363,102,Male,393,56
25744,16,Female,62,1
14951,16,Male,422,61
14543,114,Male,911,97
748,103,Male,39,2
13427,21,Female,342,75
32886,16,Male,796,43
15104,103,Female,78,89
20100,160,Male,891,18
18858,57,Male,870,65
24464,16,Female,847,76
12082,103,Female,801,82
13783,160,Male,93,75
9492,103,Female,291,19
14072,103,Male,344,83
13700,24,Male,294,19
17036,94,Male,163,96
321,20,Female,931,41
17681,160,Male,454,29
32023,103,Female,41,34
19193,103,Male,930,65
15814,159,Female,733,98
26837,103,Male,779,58
28294,16,Male,41,42
13816,16,Male,881,97
8406,16,Female,225,78
375,20,Male,884,93
22435,100,Male,72,36
2890,136,Female,406,89
16144,104,Male,816,28
26998,114,Male,428,41
30034,16,Male,914,40
7043,114,Male,656,35
2117,67,Male,989,59
7624,103,Male,271,91
23075,16,Male,702,18
9553,21,Female,40,63
23348,27,Female,170,28
8134,21,Female,152,9
30420,103,Male,832,81
7895,116,Male,563,71
18751,114,Male,337,48
24487,103,Male,816,91
130,160,Male,96,81
1896,144,Male,518,40
16779,16,Female,666,51
1831,98,Male,701,24
24441,40,Female,977,61
21062,114,Male,256,49
13026,136,Female,769,13
19042,16,Female,545,36
1755,75,Male,275,42
30224,21,Male,32,48
14213,103,Male,314,56
22128,103,Male,525,4
21305,21,Female,489,60
20177,103,Male,157,36
25262,16,Female,89,3
9146,16,Male,797,28
31116,21,Male,640,32
24449,21,Male,949,36
27126,103,Female,806,51
13287,103,Male,544,60
3405,21,Male,442,94
18458,103,Male,227,33
24343,64,Male,199,8
11742,160,Male,903,60
9836,104,Male,18,4
13532,165,Female,315,51
19871,104,Female,207,46
26665,160,Male,374,104
19076,71,Female,578,69
12009,71,Male,827,67
23495,11,Female,306,71
6512,21,Female,582,84
8148,103,Male,723,75
6553,115,Female,687,98
22755,73,Male,284,73
1340,160,Male,508,33
