enrollee_id,relevent_experience,experience,last_new_job,company_id,training_hours,target
24593,Has relevent experience,6,0,1158,39,0.0
6370,Has relevent experience,1,1,1538,117,0.0
25935,Has relevent experience,10,2,2820,57,1.0
6532,Has relevent experience,8,0,1303,44,0.0
5398,Has relevent experience,6,1,3901,50,1.0
12788,Has relevent experience,7,4,2906,6,0.0
280,Has relevent experience,3,2,4053,34,1.0
4643,No relevent experience,1,0,1538,150,1.0
2328,Has relevent experience,13,1,1122,114,0.0
23615,No relevent experience,6,1,3593,43,0.0
4611,Has relevent experience,17,0,3939,33,0.0
6780,Has relevent experience,14,3,1909,77,1.0
2363,Has relevent experience,20,1,2438,302,1.0
6810,Has relevent experience,7,2,3374,6,1.0
27328,Has relevent experience,2,1,3396,55,0.0
24750,Has relevent experience,20,1,2113,55,0.0
14486,Has relevent experience,5,1,1695,294,0.0
597,Has relevent experience,12,1,4111,39,0.0
19879,Has relevent experience,4,1,2889,272,0.0
15894,Has relevent experience,3,1,1702,57,1.0
30806,Has relevent experience,7,2,1230,310,0.0
28407,No relevent experience,9,0,1648,92,1.0
31124,Has relevent experience,5,1,1021,19,0.0
17344,Has relevent experience,15,4,2334,34,1.0
158,Has relevent experience,4,1,2855,92,1.0
2554,Has relevent experience,8,1,4372,86,0.0
30876,Has relevent experience,4,,2217,7,1.0
24616,Has relevent experience,9,1,2754,4,0.0
20560,Has relevent experience,1,0,1612,149,0.0
8021,Has relevent experience,7,2,2967,45,1.0
15632,Has relevent experience,5,1,3975,58,0.0
15087,Has relevent experience,8,1,2906,57,0.0
11951,No relevent experience,10,1,4234,50,0.0
11747,Has relevent experience,20,4,2112,88,0.0
22586,Has relevent experience,4,2,4296,37,0.0
12822,Has relevent experience,20,4,3973,29,0.0
28442,Has relevent experience,20,1,2998,157,1.0
27997,Has relevent experience,4,1,3870,162,0.0
20252,Has relevent experience,10,1,3850,28,0.0
14130,Has relevent experience,10,0,1687,150,0.0
4143,Has relevent experience,20,2,1634,29,0.0
16078,Has relevent experience,20,4,1214,45,0.0
8572,Has relevent experience,2,1,1389,222,0.0
17155,Has relevent experience,20,4,4148,90,0.0
3466,No relevent experience,1,0,1774,4,0.0
25961,No relevent experience,2,1,4219,95,0.0
10425,Has relevent experience,5,1,3675,12,0.0
4126,Has relevent experience,20,4,3894,90,0.0
28558,Has relevent experience,10,0,1835,54,1.0
29516,No relevent experience,3,0,2479,14,0.0
14461,No relevent experience,1,1,1668,290,1.0
30217,Has relevent experience,15,4,2300,6,0.0
1506,Has relevent experience,8,1,1459,176,0.0
29943,No relevent experience,7,1,4302,70,0.0
23005,Has relevent experience,15,2,3351,50,0.0
4941,No relevent experience,3,0,1189,21,0.0
9355,No relevent experience,11,1,3842,156,1.0
27147,No relevent experience,4,4,1399,18,0.0
32863,No relevent experience,20,3,3253,23,0.0
8725,Has relevent experience,3,1,3734,51,0.0
11122,No relevent experience,15,1,1258,17,0.0
2264,Has relevent experience,11,2,1535,108,0.0
24046,Has relevent experience,20,2,2990,22,0.0
4661,Has relevent experience,2,2,1096,66,0.0
25044,No relevent experience,1,1,3628,166,0.0
7982,Has relevent experience,4,1,2823,44,0.0
27734,No relevent experience,6,0,1384,134,1.0
8294,No relevent experience,20,4,3892,24,1.0
29520,No relevent experience,8,1,1918,92,1.0
3869,Has relevent experience,4,2,2124,111,0.0
19217,Has relevent experience,12,4,3338,38,0.0
22339,No relevent experience,3,0,3274,47,1.0
5335,Has relevent experience,12,4,2598,31,0.0
6979,Has relevent experience,11,1,2442,85,0.0
17646,No relevent experience,1,1,3270,120,1.0
6542,Has relevent experience,17,1,4002,13,0.0
26970,Has relevent experience,14,2,1087,77,0.0
23369,Has relevent experience,9,4,3130,75,0.0
5308,Has relevent experience,16,1,3554,25,0.0
26258,Has relevent experience,20,4,2403,20,1.0
13558,Has relevent experience,10,1,4213,82,0.0
19262,No relevent experience,4,3,4081,178,1.0
10891,Has relevent experience,20,4,2326,15,0.0
26375,No relevent experience,5,0,1925,15,0.0
20651,Has relevent experience,3,1,1887,6,1.0
20247,Has relevent experience,3,1,2500,4,0.0
6658,No relevent experience,3,1,4223,51,0.0
33307,Has relevent experience,7,4,3698,45,0.0
18691,Has relevent experience,2,2,4341,100,0.0
5614,Has relevent experience,4,1,4154,28,1.0
20232,No relevent experience,5,1,2853,86,1.0
10934,Has relevent experience,20,1,3732,134,0.0
6062,Has relevent experience,20,1,1833,22,0.0
12720,Has relevent experience,20,4,4319,200,1.0
23912,No relevent experience,1,2,4059,59,0.0
8915,Has relevent experience,20,4,4166,43,0.0
12805,Has relevent experience,7,2,1986,25,0.0
28604,Has relevent experience,20,4,3826,39,0.0
8303,Has relevent experience,6,1,1288,130,0.0
29214,Has relevent experience,6,1,1115,168,0.0
24745,Has relevent experience,1,1,1012,8,1.0
16686,Has relevent experience,14,0,4260,9,0.0
14269,No relevent experience,5,1,3242,22,1.0
3157,Has relevent experience,5,1,1614,198,0.0
25032,Has relevent experience,12,4,3868,214,1.0
2452,No relevent experience,6,4,2189,72,0.0
25009,No relevent experience,2,1,3251,40,0.0
11172,Has relevent experience,6,1,2383,138,0.0
24640,No relevent experience,4,1,1708,328,0.0
20417,Has relevent experience,13,4,1824,26,0.0
17616,No relevent experience,3,0,3526,55,0.0
7919,Has relevent experience,6,1,3091,260,0.0
15053,Has relevent experience,20,1,3925,334,0.0
27274,Has relevent experience,11,1,2295,96,1.0
3626,Has relevent experience,3,1,1093,148,0.0
12715,No relevent experience,20,2,3032,220,0.0
7932,Has relevent experience,7,2,2943,17,0.0
4444,Has relevent experience,15,2,2414,102,0.0
18599,No relevent experience,4,4,2876,40,1.0
33213,Has relevent experience,20,4,1897,37,0.0
1120,Has relevent experience,10,1,4081,65,0.0
5558,Has relevent experience,9,4,1919,9,0.0
22471,Has relevent experience,7,4,2988,26,0.0
15033,Has relevent experience,4,2,2226,41,0.0
8037,Has relevent experience,14,1,4321,109,0.0
27721,Has relevent experience,7,2,3490,34,1.0
14653,Has relevent experience,16,1,3475,18,0.0
178,Has relevent experience,11,1,1235,106,0.0
22049,Has relevent experience,20,4,1622,79,0.0
17934,No relevent experience,3,2,2586,58,0.0
13081,No relevent experience,3,4,2830,122,1.0
10122,No relevent experience,3,0,3518,168,1.0
11389,No relevent experience,20,4,4077,118,0.0
29169,Has relevent experience,10,1,3818,56,0.0
11944,Has relevent experience,9,2,2137,72,0.0
12798,Has relevent experience,14,4,1281,94,0.0
2942,Has relevent experience,12,1,1081,48,1.0
24532,Has relevent experience,20,4,3676,97,0.0
14239,No relevent experience,20,4,3905,132,0.0
13806,No relevent experience,4,1,3151,14,1.0
32999,Has relevent experience,3,2,4027,328,1.0
30471,Has relevent experience,2,1,1363,170,0.0
28339,Has relevent experience,12,2,3943,34,0.0
5502,No relevent experience,2,0,2419,12,0.0
32895,Has relevent experience,8,2,1314,66,0.0
11881,Has relevent experience,11,4,3314,45,0.0
26889,No relevent experience,1,0,4186,244,0.0
747,Has relevent experience,10,1,3887,57,0.0
4735,No relevent experience,5,1,1256,170,0.0
2955,No relevent experience,4,2,3652,25,0.0
25280,No relevent experience,3,0,2794,141,0.0
31290,Has relevent experience,19,1,3908,18,0.0
11996,No relevent experience,5,2,3833,36,0.0
1799,Has relevent experience,14,4,1564,92,0.0
18738,Has relevent experience,15,4,3879,20,0.0
21930,No relevent experience,8,1,1981,79,0.0
26840,No relevent experience,7,2,1200,18,0.0
10786,Has relevent experience,18,4,4329,52,0.0
1207,Has relevent experience,13,4,1777,118,0.0
16707,Has relevent experience,12,1,1737,17,0.0
23750,Has relevent experience,20,4,1530,64,0.0
17890,Has relevent experience,5,1,2311,50,0.0
18636,Has relevent experience,17,4,2160,107,0.0
20704,Has relevent experience,6,0,3830,26,0.0
14506,No relevent experience,5,1,3228,38,1.0
14386,No relevent experience,4,0,2063,102,1.0
19041,Has relevent experience,20,1,1850,22,0.0
9870,Has relevent experience,4,2,3797,142,0.0
6068,Has relevent experience,4,1,2297,49,0.0
8242,Has relevent experience,9,4,4285,144,1.0
15458,No relevent experience,2,0,1523,20,1.0
4109,Has relevent experience,12,1,1338,30,0.0
5915,Has relevent experience,17,4,1858,26,0.0
28076,Has relevent experience,20,1,3726,64,1.0
8449,Has relevent experience,7,2,3032,8,0.0
9931,Has relevent experience,20,4,3626,234,0.0
21205,Has relevent experience,20,1,1088,43,1.0
18845,Has relevent experience,10,3,2926,40,0.0
6248,Has relevent experience,10,4,1866,242,0.0
598,Has relevent experience,6,1,1351,18,1.0
21400,Has relevent experience,20,4,3652,28,0.0
18984,Has relevent experience,10,1,1881,8,0.0
1380,Has relevent experience,9,1,2331,34,0.0
28982,Has relevent experience,16,3,3478,28,0.0
18640,Has relevent experience,5,4,3897,12,1.0
11428,Has relevent experience,15,1,2004,322,0.0
33336,No relevent experience,3,1,1061,43,0.0
12084,No relevent experience,2,0,2759,204,0.0
8705,Has relevent experience,20,3,3312,52,1.0
12044,Has relevent experience,12,4,1897,19,1.0
12160,Has relevent experience,4,1,3879,11,0.0
5003,Has relevent experience,20,4,2644,9,0.0
19492,No relevent experience,7,0,1992,33,1.0
22114,Has relevent experience,14,1,4345,100,0.0
2711,Has relevent experience,8,2,2702,288,0.0
717,Has relevent experience,20,4,1420,41,1.0
25152,Has relevent experience,12,4,1765,91,1.0
12464,Has relevent experience,9,1,2598,24,0.0
10974,Has relevent experience,10,2,3571,8,0.0
22798,Has relevent experience,11,1,2928,91,0.0
4904,No relevent experience,20,1,1576,15,0.0
9194,Has relevent experience,7,1,2508,123,0.0
20896,Has relevent experience,5,1,2178,84,0.0
31288,Has relevent experience,10,4,2609,15,0.0
31731,No relevent experience,7,1,1301,12,0.0
17722,Has relevent experience,19,4,4098,57,0.0
17142,No relevent experience,9,1,2502,105,1.0
9037,Has relevent experience,6,1,2942,48,0.0
21597,Has relevent experience,9,1,2153,50,0.0
14142,Has relevent experience,3,4,1272,7,0.0
2202,Has relevent experience,14,4,4123,29,1.0
716,Has relevent experience,20,4,1267,122,0.0
19435,Has relevent experience,2,,1477,36,1.0
14082,No relevent experience,3,0,2435,73,0.0
14188,Has relevent experience,11,4,3061,110,0.0
22111,Has relevent experience,20,4,1027,130,0.0
12686,Has relevent experience,12,1,3430,58,0.0
22344,No relevent experience,1,0,3263,61,1.0
7039,Has relevent experience,20,2,3549,79,0.0
9036,Has relevent experience,4,2,2630,17,0.0
32184,Has relevent experience,3,1,3427,29,0.0
8077,Has relevent experience,5,3,2446,57,0.0
2121,Has relevent experience,12,1,3144,42,0.0
17261,Has relevent experience,8,1,3811,14,0.0
9390,Has relevent experience,4,1,3272,89,1.0
30223,Has relevent experience,5,2,1400,17,0.0
26696,Has relevent experience,6,4,2286,23,0.0
4308,No relevent experience,6,1,1281,25,0.0
2502,Has relevent experience,7,1,4104,154,0.0
14359,No relevent experience,4,1,3434,135,0.0
25738,Has relevent experience,7,3,1428,11,1.0
28120,Has relevent experience,19,2,1089,20,0.0
29818,Has relevent experience,1,0,4061,48,1.0
12955,No relevent experience,2,0,2377,91,0.0
30074,No relevent experience,8,1,1475,36,0.0
18763,Has relevent experience,13,1,3040,46,1.0
26851,Has relevent experience,12,2,3286,36,0.0
18467,Has relevent experience,15,2,4258,25,0.0
28114,Has relevent experience,10,1,3864,40,0.0
13886,Has relevent experience,3,1,3671,30,0.0
5844,Has relevent experience,10,1,1797,64,0.0
29850,Has relevent experience,12,2,1577,15,1.0
18399,Has relevent experience,8,1,2913,96,0.0
29679,Has relevent experience,5,1,2672,76,0.0
17381,Has relevent experience,20,1,3163,39,0.0
32405,No relevent experience,2,1,4366,72,0.0
11931,No relevent experience,3,0,2095,112,0.0
25458,No relevent experience,1,1,1895,105,0.0
28525,Has relevent experience,17,4,4002,3,0.0
15100,Has relevent experience,7,4,2875,110,0.0
21448,Has relevent experience,7,0,2197,84,1.0
929,No relevent experience,6,1,3500,22,0.0
28154,Has relevent experience,16,4,1420,17,0.0
21412,Has relevent experience,20,0,1779,42,0.0
27505,Has relevent experience,7,2,3460,100,0.0
1225,No relevent experience,7,4,3902,32,0.0
29121,Has relevent experience,5,1,1786,49,0.0
10751,Has relevent experience,8,1,2036,324,0.0
32884,No relevent experience,1,1,1401,21,1.0
9576,Has relevent experience,2,1,3732,29,0.0
4826,Has relevent experience,20,4,3191,25,0.0
9133,No relevent experience,4,2,3421,96,0.0
23649,Has relevent experience,6,2,3934,13,0.0
26485,No relevent experience,6,1,2941,34,0.0
1728,No relevent experience,5,1,1248,44,0.0
3735,Has relevent experience,20,4,1839,36,0.0
30480,No relevent experience,1,1,2299,45,1.0
32291,Has relevent experience,20,4,3518,50,0.0
31821,Has relevent experience,4,1,3854,21,0.0
6477,Has relevent experience,20,3,3184,41,0.0
4163,Has relevent experience,20,4,2227,83,0.0
10373,No relevent experience,4,4,4097,43,1.0
24602,Has relevent experience,20,1,4099,17,0.0
4058,No relevent experience,20,1,2957,32,1.0
6828,Has relevent experience,9,1,2778,60,1.0
30154,No relevent experience,1,1,3116,67,0.0
15519,Has relevent experience,20,4,3491,15,0.0
11714,No relevent experience,6,0,2228,42,1.0
11303,Has relevent experience,20,4,2120,54,0.0
17594,No relevent experience,4,1,1927,36,0.0
22633,Has relevent experience,6,1,3855,22,0.0
8973,No relevent experience,4,0,3262,25,1.0
7907,Has relevent experience,,,3058,27,0.0
14467,Has relevent experience,5,1,3978,47,1.0
12175,No relevent experience,1,0,3289,30,1.0
32361,Has relevent experience,15,1,1594,83,0.0
20355,Has relevent experience,11,2,1633,106,1.0
2341,Has relevent experience,1,1,3918,190,0.0
4246,Has relevent experience,16,2,3989,7,0.0
13691,Has relevent experience,20,1,1940,26,0.0
26702,Has relevent experience,16,1,2156,86,0.0
16070,Has relevent experience,19,4,1719,163,0.0
4396,Has relevent experience,20,1,2517,256,0.0
3179,Has relevent experience,15,2,2764,32,0.0
23361,Has relevent experience,18,4,2231,7,0.0
659,Has relevent experience,20,1,3093,178,1.0
3570,Has relevent experience,14,1,1127,28,0.0
13618,Has relevent experience,3,1,2249,198,0.0
24326,Has relevent experience,20,4,3010,24,0.0
1720,No relevent experience,1,1,1338,35,0.0
23611,Has relevent experience,7,1,2042,74,1.0
23811,No relevent experience,11,1,1993,17,1.0
29177,No relevent experience,2,2,1192,13,0.0
19148,Has relevent experience,8,1,3120,41,0.0
28918,Has relevent experience,19,2,2160,88,0.0
32284,No relevent experience,3,1,4212,57,0.0
18269,Has relevent experience,12,1,1655,3,0.0
9735,Has relevent experience,4,1,1450,12,0.0
8482,No relevent experience,1,1,4337,22,0.0
15896,Has relevent experience,19,3,2218,52,0.0
33136,No relevent experience,3,3,2025,15,1.0
28038,Has relevent experience,7,2,4294,18,0.0
309,No relevent experience,5,3,3150,26,1.0
22959,Has relevent experience,1,1,3070,102,1.0
16737,No relevent experience,12,2,4192,4,0.0
23382,No relevent experience,4,1,3221,20,0.0
16396,Has relevent experience,4,1,4131,40,0.0
3194,Has relevent experience,12,1,3037,22,0.0
24498,No relevent experience,3,1,1016,8,1.0
32774,Has relevent experience,13,1,1432,98,0.0
15437,No relevent experience,7,2,3972,54,1.0
9829,Has relevent experience,11,0,3340,154,0.0
25757,Has relevent experience,20,2,1330,182,0.0
30272,No relevent experience,4,1,2594,69,0.0
32939,Has relevent experience,6,4,1835,85,0.0
943,Has relevent experience,20,1,1010,83,1.0
7049,No relevent experience,7,1,3353,50,0.0
22888,Has relevent experience,5,,1658,12,0.0
7945,Has relevent experience,5,1,1770,146,0.0
13506,Has relevent experience,14,4,1811,18,0.0
20145,Has relevent experience,7,1,3370,40,1.0
11773,No relevent experience,1,0,2909,56,1.0
1056,Has relevent experience,9,1,1842,134,0.0
4423,Has relevent experience,18,4,2992,109,0.0
8531,Has relevent experience,20,1,1572,28,0.0
6476,No relevent experience,11,3,3357,194,0.0
2381,Has relevent experience,10,2,1709,89,0.0
13024,Has relevent experience,8,1,1705,114,0.0
32750,Has relevent experience,16,4,2926,134,0.0
24111,Has relevent experience,15,1,1454,3,0.0
10323,Has relevent experience,16,2,2505,40,0.0
2674,Has relevent experience,7,,2005,47,0.0
27280,Has relevent experience,20,1,1876,66,0.0
2961,Has relevent experience,14,2,3392,102,0.0
28325,Has relevent experience,13,1,3293,96,0.0
19524,Has relevent experience,9,1,2861,26,1.0
20054,No relevent experience,12,0,3693,306,0.0
6417,Has relevent experience,9,4,2239,192,1.0
14473,No relevent experience,2,1,2345,54,0.0
21767,Has relevent experience,7,4,1099,92,1.0
18525,Has relevent experience,9,4,2346,155,1.0
31641,No relevent experience,20,4,2561,4,0.0
386,Has relevent experience,20,4,2417,178,0.0
3241,Has relevent experience,5,0,1480,15,0.0
4149,Has relevent experience,14,3,1153,34,0.0
13519,Has relevent experience,8,1,3465,30,0.0
10146,Has relevent experience,4,2,3983,46,1.0
431,Has relevent experience,15,0,2628,166,0.0
8692,Has relevent experience,2,1,3542,37,0.0
12863,No relevent experience,20,4,3762,108,1.0
1012,Has relevent experience,16,3,2896,58,0.0
16704,No relevent experience,7,2,3386,16,1.0
24619,No relevent experience,7,0,1186,60,0.0
122,No relevent experience,3,0,3538,102,0.0
23256,Has relevent experience,15,4,1514,64,0.0
1917,Has relevent experience,20,2,2800,182,0.0
2561,Has relevent experience,7,3,1101,75,0.0
21665,Has relevent experience,20,4,1584,18,0.0
29409,Has relevent experience,20,1,1647,8,0.0
19989,No relevent experience,2,,1594,64,0.0
23722,Has relevent experience,5,4,1290,210,0.0
7467,No relevent experience,3,0,2810,48,0.0
11285,Has relevent experience,8,4,2033,10,0.0
18054,Has relevent experience,9,2,1804,11,0.0
20214,No relevent experience,2,1,1984,47,1.0
9428,No relevent experience,20,2,3354,47,0.0
28708,Has relevent experience,14,1,3735,68,0.0
6622,Has relevent experience,4,1,1510,80,0.0
9777,Has relevent experience,15,2,1823,74,0.0
24229,Has relevent experience,11,1,2676,13,0.0
6920,No relevent experience,5,0,1185,81,0.0
24232,No relevent experience,4,0,3500,36,1.0
9891,Has relevent experience,20,2,2175,128,0.0
31954,Has relevent experience,10,3,1004,58,0.0
7337,Has relevent experience,9,2,2766,51,0.0
8681,Has relevent experience,3,0,2348,104,0.0
18190,No relevent experience,4,1,4047,43,0.0
4070,Has relevent experience,20,4,1159,4,0.0
12085,Has relevent experience,10,0,2295,50,1.0
10476,Has relevent experience,20,2,3179,184,0.0
17811,Has relevent experience,14,3,2935,258,1.0
18042,Has relevent experience,5,2,3027,18,0.0
26920,No relevent experience,4,2,1408,21,0.0
11877,No relevent experience,10,2,2867,41,0.0
25670,Has relevent experience,9,3,3295,20,0.0
12132,Has relevent experience,20,4,1821,17,0.0
32242,No relevent experience,1,1,3996,128,1.0
23334,Has relevent experience,5,0,3215,24,1.0
1596,No relevent experience,1,,1725,180,0.0
6493,Has relevent experience,20,2,3658,68,0.0
25788,Has relevent experience,20,1,2451,51,1.0
16795,Has relevent experience,20,4,2513,282,0.0
1987,Has relevent experience,17,1,3255,22,0.0
20013,No relevent experience,2,0,3037,81,0.0
10505,Has relevent experience,3,1,3713,80,0.0
23777,No relevent experience,4,,2779,23,0.0
19415,Has relevent experience,20,4,2815,79,1.0
4165,No relevent experience,20,2,3629,83,0.0
31214,Has relevent experience,10,4,2988,14,1.0
11968,Has relevent experience,6,4,3586,50,1.0
32338,No relevent experience,4,0,3981,68,1.0
16923,No relevent experience,5,1,3048,112,1.0
17852,Has relevent experience,12,4,1019,128,1.0
24117,Has relevent experience,16,3,3130,11,0.0
31664,No relevent experience,9,2,2279,67,0.0
23052,Has relevent experience,4,0,1833,62,0.0
31117,Has relevent experience,20,4,1472,268,0.0
10851,Has relevent experience,5,1,4082,26,1.0
18953,No relevent experience,11,1,1456,44,0.0
4055,Has relevent experience,4,1,3031,86,0.0
21828,Has relevent experience,20,4,2611,46,0.0
11731,No relevent experience,2,,3337,178,1.0
1672,Has relevent experience,5,1,4205,49,0.0
15710,Has relevent experience,14,1,3030,15,0.0
14524,Has relevent experience,6,,1273,3,0.0
16228,No relevent experience,3,0,2045,29,0.0
16448,Has relevent experience,4,1,3635,8,1.0
9369,No relevent experience,9,1,1380,44,0.0
13629,Has relevent experience,1,1,1138,27,1.0
4434,Has relevent experience,5,,2649,32,0.0
20002,Has relevent experience,17,4,4237,23,0.0
30749,Has relevent experience,20,4,3139,2,0.0
905,Has relevent experience,6,2,1924,9,0.0
11771,Has relevent experience,7,3,2741,87,1.0
5552,Has relevent experience,2,2,1190,13,0.0
26133,Has relevent experience,10,1,3662,76,0.0
5369,Has relevent experience,15,1,2205,18,1.0
18259,Has relevent experience,12,1,2924,53,0.0
4034,Has relevent experience,20,4,2369,11,0.0
30110,Has relevent experience,9,2,2303,45,0.0
32526,Has relevent experience,10,2,3870,5,0.0
23937,Has relevent experience,11,1,3933,90,0.0
313,Has relevent experience,14,2,4256,4,0.0
3714,Has relevent experience,20,3,2592,10,0.0
17798,Has relevent experience,16,1,2560,82,0.0
12583,No relevent experience,19,4,1996,26,0.0
7086,No relevent experience,9,0,3030,21,1.0
19588,Has relevent experience,13,1,2221,107,1.0
9042,Has relevent experience,11,2,2738,29,1.0
26881,No relevent experience,4,0,2882,66,0.0
27010,No relevent experience,3,0,4041,42,1.0
12035,Has relevent experience,10,1,1463,64,0.0
29860,Has relevent experience,5,1,2249,61,0.0
23922,Has relevent experience,20,4,3500,11,0.0
7648,Has relevent experience,12,3,1921,222,1.0
1673,No relevent experience,9,0,2470,83,1.0
12431,No relevent experience,1,0,3990,19,1.0
19178,No relevent experience,18,1,2057,97,0.0
15421,Has relevent experience,8,4,2678,36,1.0
32305,Has relevent experience,20,1,3301,69,0.0
27431,No relevent experience,1,2,2694,57,1.0
1342,Has relevent experience,10,4,1928,166,0.0
21363,Has relevent experience,16,4,3761,226,0.0
3788,Has relevent experience,20,4,1275,46,0.0
21130,Has relevent experience,8,0,1902,42,0.0
11177,Has relevent experience,7,1,1457,70,0.0
10546,No relevent experience,10,1,2264,102,1.0
9063,Has relevent experience,1,0,3713,67,1.0
30691,Has relevent experience,16,0,4254,194,0.0
22743,Has relevent experience,1,2,3904,14,1.0
1521,Has relevent experience,8,0,1156,12,0.0
4754,Has relevent experience,20,4,3633,100,0.0
24644,Has relevent experience,20,4,2701,41,0.0
9523,Has relevent experience,4,1,3489,56,0.0
30423,No relevent experience,5,1,3598,151,0.0
12795,No relevent experience,5,2,2569,43,0.0
23533,No relevent experience,2,1,4198,40,0.0
15839,Has relevent experience,6,3,2246,42,0.0
4693,No relevent experience,4,0,4357,70,1.0
25858,Has relevent experience,12,4,3413,35,1.0
9959,Has relevent experience,7,1,3708,46,0.0
24773,Has relevent experience,9,2,3122,149,0.0
14872,Has relevent experience,16,1,1813,10,0.0
25723,Has relevent experience,20,4,3250,88,0.0
10057,Has relevent experience,8,1,3578,1,0.0
19930,Has relevent experience,6,2,2619,8,0.0
3206,Has relevent experience,15,2,3146,23,0.0
12588,No relevent experience,3,0,1434,72,1.0
8035,Has relevent experience,5,3,3277,50,0.0
6115,Has relevent experience,20,1,1057,116,0.0
6705,No relevent experience,3,0,4070,14,0.0
17451,Has relevent experience,17,1,2805,55,0.0
58,Has relevent experience,3,0,1984,53,1.0
3402,No relevent experience,5,1,4174,32,0.0
6639,Has relevent experience,5,1,2953,94,0.0
15544,No relevent experience,1,0,4195,166,1.0
28573,Has relevent experience,6,1,2319,56,1.0
12506,No relevent experience,18,1,4218,31,0.0
12496,Has relevent experience,1,,4182,12,1.0
7652,Has relevent experience,10,0,4201,28,1.0
28858,Has relevent experience,11,1,3859,62,0.0
19395,Has relevent experience,1,1,1873,126,0.0
11192,Has relevent experience,15,3,1262,165,1.0
24767,Has relevent experience,20,4,2783,79,0.0
1819,Has relevent experience,20,4,2986,26,1.0
13943,No relevent experience,7,1,2315,14,0.0
2865,Has relevent experience,16,1,1809,144,0.0
11805,No relevent experience,5,2,1666,116,0.0
9815,Has relevent experience,19,4,3540,14,1.0
3533,No relevent experience,7,1,1404,46,0.0
20305,No relevent experience,3,0,4182,29,0.0
21497,Has relevent experience,6,0,3272,11,1.0
27628,No relevent experience,3,2,4138,57,0.0
28744,Has relevent experience,6,1,1300,102,0.0
9086,Has relevent experience,6,1,2764,43,0.0
14382,No relevent experience,6,4,2414,25,0.0
5671,Has relevent experience,2,2,1424,38,0.0
32972,Has relevent experience,4,1,1248,180,0.0
28875,No relevent experience,2,1,1590,13,1.0
26666,No relevent experience,6,4,1760,24,0.0
4888,Has relevent experience,3,1,4240,42,0.0
7896,Has relevent experience,2,1,2855,24,0.0
3308,Has relevent experience,2,1,1981,60,0.0
15037,Has relevent experience,15,1,3642,226,0.0
18680,Has relevent experience,19,4,3192,66,0.0
15290,No relevent experience,7,1,2025,5,1.0
28828,Has relevent experience,11,3,2418,56,0.0
27223,Has relevent experience,3,2,4067,17,0.0
26125,Has relevent experience,13,1,2852,66,0.0
21313,Has relevent experience,5,1,2263,31,0.0
19050,No relevent experience,3,2,2174,14,0.0
13005,Has relevent experience,9,4,3302,28,0.0
21760,Has relevent experience,6,1,2177,19,0.0
23827,Has relevent experience,8,3,2759,222,1.0
16248,Has relevent experience,8,0,2884,66,0.0
15759,Has relevent experience,12,1,1809,6,0.0
16794,Has relevent experience,12,1,2927,46,0.0
24747,Has relevent experience,15,4,3589,62,0.0
2755,No relevent experience,20,4,3895,6,0.0
3993,Has relevent experience,20,4,2374,80,0.0
4419,Has relevent experience,11,1,3185,48,1.0
12608,No relevent experience,5,2,1968,28,0.0
11732,Has relevent experience,11,1,1075,133,0.0
10510,Has relevent experience,11,1,3184,78,0.0
28014,Has relevent experience,1,1,3406,48,0.0
7989,Has relevent experience,3,1,1231,7,1.0
16117,No relevent experience,7,1,1445,80,0.0
20717,Has relevent experience,4,2,1140,45,0.0
16739,Has relevent experience,14,4,1711,19,1.0
21829,Has relevent experience,20,1,2061,110,0.0
8034,Has relevent experience,20,1,3282,57,0.0
23648,No relevent experience,1,0,1483,21,0.0
444,Has relevent experience,12,1,2864,30,0.0
29072,Has relevent experience,10,1,2767,58,0.0
13070,No relevent experience,20,4,3075,104,0.0
33031,No relevent experience,5,1,2934,61,0.0
28124,Has relevent experience,20,0,2226,14,1.0
17404,Has relevent experience,15,1,2850,124,0.0
9543,Has relevent experience,8,4,2099,17,0.0
14882,Has relevent experience,20,2,1614,50,0.0
3159,Has relevent experience,20,4,2041,48,1.0
5581,Has relevent experience,13,4,3324,56,0.0
25631,No relevent experience,2,1,3569,232,0.0
18806,Has relevent experience,5,,2526,150,0.0
18382,No relevent experience,5,1,1266,31,0.0
21251,Has relevent experience,20,1,1257,88,1.0
1529,Has relevent experience,10,4,1709,18,0.0
12844,No relevent experience,6,4,2839,10,0.0
22704,Has relevent experience,2,1,4042,39,0.0
30638,No relevent experience,7,0,1571,106,0.0
2977,Has relevent experience,20,4,3620,214,0.0
14262,Has relevent experience,20,2,1315,4,0.0
20738,Has relevent experience,7,1,3820,46,0.0
29861,Has relevent experience,9,2,1586,55,0.0
13756,Has relevent experience,1,1,1130,20,1.0
2387,Has relevent experience,14,2,2297,27,0.0
10846,Has relevent experience,14,1,1740,76,0.0
23394,No relevent experience,1,1,3055,57,1.0
15249,No relevent experience,3,1,2405,34,0.0
17820,No relevent experience,11,2,1168,33,1.0
32600,Has relevent experience,10,2,3807,23,0.0
10314,No relevent experience,2,2,1084,106,0.0
15346,Has relevent experience,20,1,2408,86,1.0
9663,Has relevent experience,1,1,3641,47,0.0
22851,Has relevent experience,14,1,3497,56,0.0
18839,Has relevent experience,7,4,1329,146,0.0
25997,Has relevent experience,5,1,2044,72,0.0
7799,Has relevent experience,5,4,3886,35,0.0
13017,Has relevent experience,17,1,2198,30,0.0
22750,No relevent experience,3,1,4147,150,1.0
