enrollee_id,education_level,major_discipline,university_id
20330,High School,,1956
15077,Graduate,Other,1871
25511,Graduate,Humanities,1602
6170,Masters,STEM,1096
18044,High School,,1447
5733,Graduate,STEM,1688
11571,High School,,1250
20129,Graduate,STEM,1931
22416,Masters,STEM,1965
9724,Graduate,STEM,1448
12813,Graduate,STEM,1514
15764,Graduate,STEM,1248
6003,Graduate,Humanities,1323
11934,Graduate,STEM,1779
14957,,,1874
12658,,,1394
4181,Graduate,Other,1076
30192,Graduate,STEM,1119
25068,Masters,STEM,1893
22356,Masters,STEM,1924
19170,Graduate,STEM,1611
18778,Graduate,STEM,1450
14242,Graduate,STEM,1046
21856,Masters,STEM,1591
8222,Graduate,STEM,1242
17517,Graduate,STEM,1666
6934,Masters,STEM,1302
24762,Primary School,,1340
20934,Graduate,STEM,1600
25066,Graduate,STEM,1789
15567,Graduate,Business Degree,1911
9784,Graduate,STEM,1974
26517,Graduate,Humanities,1118
21598,,,1724
4489,Graduate,STEM,1838
2788,Graduate,STEM,1821
18069,Graduate,STEM,1153
17531,Masters,STEM,1211
22385,Masters,STEM,1082
13705,Masters,STEM,1306
32064,Graduate,STEM,1352
29865,Graduate,STEM,1189
28622,,,1667
99,Masters,STEM,1040
27549,Graduate,STEM,1202
31170,Graduate,STEM,1805
21626,Graduate,STEM,1452
30861,Graduate,STEM,1714
16019,Graduate,STEM,1295
11840,Graduate,STEM,1928
8902,,,1018
5747,Graduate,STEM,1813
16204,Masters,Business Degree,1738
5602,Graduate,STEM,1112
18970,Masters,STEM,1804
7938,Graduate,STEM,1941
24019,Graduate,STEM,1331
10001,Graduate,STEM,1618
1979,Masters,STEM,1360
25994,Graduate,STEM,1310
11017,Graduate,STEM,1561
9284,Graduate,STEM,1287
1060,Graduate,STEM,1042
6763,Graduate,STEM,1804
1964,High School,,1204
6293,Graduate,STEM,1764
4710,Graduate,STEM,1724
31323,Masters,STEM,1834
2807,Graduate,STEM,1358
32255,Graduate,Business Degree,1811
19092,Masters,STEM,1162
26193,Graduate,STEM,1132
4639,Masters,STEM,1015
12853,Masters,STEM,1231
7247,Graduate,STEM,1404
7,Masters,STEM,1525
15575,Masters,STEM,1854
11163,Graduate,STEM,1225
2527,High School,,1301
17797,Masters,STEM,1654
8892,Graduate,STEM,1811
5163,Graduate,STEM,1841
28889,,,1498
1011,Graduate,STEM,1638
4923,Graduate,STEM,1112
21447,Graduate,STEM,1549
31357,Masters,STEM,1460
12118,Graduate,STEM,1624
33133,Graduate,STEM,1897
6306,Graduate,STEM,1858
15204,Graduate,Humanities,1032
23532,,,1258
16300,Masters,STEM,1229
15428,Graduate,STEM,1348
7407,Masters,STEM,1750
2204,Graduate,STEM,1160
17455,Graduate,STEM,1314
26090,Masters,STEM,1426
23124,Graduate,STEM,1606
1413,Primary School,,1583
30757,Masters,STEM,1993
4684,Graduate,STEM,1625
18772,Masters,STEM,1270
19902,Graduate,Humanities,1578
16301,Graduate,STEM,1119
32428,Masters,STEM,1282
25853,Masters,STEM,1827
19592,Graduate,STEM,1167
1187,Masters,STEM,1275
27645,Graduate,STEM,1989
23530,Graduate,STEM,1940
7010,Graduate,STEM,1189
24963,,,1387
14902,Graduate,STEM,1299
28953,Graduate,No Major,1958
12719,High School,,1738
8383,Masters,STEM,1178
28677,Graduate,Humanities,1782
30954,Graduate,STEM,1916
14148,Masters,STEM,1359
6766,Graduate,STEM,1094
16338,Graduate,STEM,1684
13760,Graduate,STEM,1546
19481,Masters,STEM,1471
17544,Graduate,STEM,1258
19984,Masters,STEM,1114
21776,Graduate,STEM,1408
19910,Graduate,STEM,1786
13290,Graduate,STEM,1295
9074,Graduate,STEM,1900
28793,High School,,1967
19113,Primary School,,1858
21437,Phd,STEM,1320
6543,Graduate,No Major,1997
17507,Graduate,STEM,1020
11843,Graduate,STEM,1291
22782,Masters,STEM,1248
21875,,,1615
22664,Graduate,STEM,1139
28553,Masters,Humanities,1530
17362,Graduate,STEM,1600
2963,High School,,1010
22543,Masters,Humanities,1944
17201,Graduate,STEM,1602
33228,Graduate,Humanities,1401
32050,Masters,STEM,1261
843,Graduate,STEM,1851
31780,Graduate,STEM,1692
3457,Graduate,STEM,1348
16636,Masters,STEM,1194
20131,Graduate,Business Degree,1617
27346,Graduate,STEM,1887
1282,Graduate,STEM,1402
33282,,,1008
17401,Masters,STEM,1455
5193,Graduate,STEM,1017
11737,Masters,STEM,1116
1545,Graduate,STEM,1128
4554,Masters,STEM,1680
12200,Graduate,STEM,1052
7830,Masters,STEM,1539
19409,Graduate,STEM,1222
24136,Masters,STEM,1873
4014,Graduate,STEM,1150
24999,Masters,Other,1266
18168,Graduate,STEM,1351
28241,Graduate,Business Degree,1339
1901,Graduate,STEM,1047
9477,Graduate,Business Degree,1274
5407,Graduate,STEM,1726
21171,Masters,Arts,1150
27048,Graduate,STEM,1194
23517,High School,,1505
13752,Masters,STEM,1600
6214,High School,,1485
13636,Graduate,STEM,1686
19206,Graduate,STEM,1775
14747,High School,,1429
24342,Graduate,STEM,1030
4772,Graduate,STEM,1806
584,Graduate,STEM,1461
21676,Graduate,STEM,1532
18807,Masters,Humanities,1156
10101,Masters,STEM,1737
14535,Masters,STEM,1616
29235,Phd,STEM,1138
22687,Graduate,STEM,1270
23621,High School,,1783
15142,Graduate,STEM,1599
1505,Graduate,STEM,1896
30988,Graduate,STEM,1192
7870,Graduate,STEM,1288
14020,Masters,STEM,1043
16443,Graduate,STEM,1622
17431,Graduate,STEM,1671
29542,Masters,STEM,1263
32715,Graduate,STEM,1010
15647,Graduate,STEM,1317
13493,Graduate,STEM,1195
8957,Graduate,STEM,1633
12938,Graduate,STEM,1476
968,Masters,STEM,1241
33149,Masters,STEM,1041
19126,Graduate,STEM,1931
16305,Graduate,STEM,1855
28162,Graduate,Humanities,1162
2310,Graduate,STEM,1122
13935,Graduate,STEM,1198
19379,Graduate,STEM,1157
10157,Phd,STEM,1709
8143,Graduate,STEM,1570
28417,Graduate,STEM,1848
12001,Masters,STEM,1497
3257,Masters,STEM,1154
28046,Graduate,STEM,1120
1534,Graduate,STEM,1243
31961,Masters,Business Degree,1092
1337,Graduate,STEM,1808
9096,Graduate,STEM,1340
32904,Graduate,STEM,1780
19115,High School,,1614
29998,Graduate,STEM,1701
6120,Graduate,STEM,1445
12727,Masters,STEM,1356
18066,High School,,1712
30193,Graduate,Humanities,1118
16159,Masters,STEM,1932
14930,Masters,STEM,1173
4885,High School,,1824
32111,High School,,1108
9686,Graduate,STEM,1575
5207,High School,,1996
32310,High School,,1910
31607,Graduate,STEM,1075
9128,Masters,STEM,1366
19778,Masters,STEM,1128
10965,Graduate,STEM,1603
15606,Graduate,STEM,1126
22383,High School,,1840
29988,Graduate,STEM,1567
22370,Graduate,STEM,1351
15347,Graduate,STEM,1939
4700,,,1840
1889,Masters,STEM,1030
1306,Graduate,STEM,1539
13820,High School,,1532
24028,Graduate,Humanities,1200
6879,Graduate,STEM,1810
30955,Graduate,STEM,1238
11801,Graduate,STEM,1464
29464,Graduate,STEM,1992
3025,Graduate,No Major,1690
21846,Masters,STEM,1199
32594,Graduate,STEM,1668
3158,Masters,STEM,1982
19402,Masters,STEM,1487
24499,Graduate,STEM,1920
29441,Graduate,STEM,1357
29017,Masters,Arts,1651
10519,Graduate,STEM,1140
3310,Graduate,STEM,1155
18662,Graduate,STEM,1144
10985,High School,,1709
29348,Graduate,STEM,1629
5452,Graduate,STEM,1022
31397,Graduate,STEM,1837
2560,Graduate,STEM,1317
30985,Graduate,STEM,1458
6487,Graduate,STEM,1941
21414,Graduate,STEM,1141
32613,High School,,1340
29001,Graduate,STEM,1842
4864,Graduate,STEM,1997
23772,Graduate,STEM,1854
109,Graduate,Other,1822
26456,Graduate,STEM,1248
23152,,,1984
25154,Graduate,STEM,1006
15289,Graduate,STEM,1538
33379,Graduate,STEM,1433
3820,Graduate,STEM,1258
21733,Graduate,STEM,1791
13122,Graduate,STEM,1908
25331,High School,,1659
18762,Graduate,STEM,1798
25727,,,1076
787,Graduate,STEM,1798
19608,Graduate,STEM,1354
28049,Graduate,STEM,1307
1853,High School,,1715
18055,Graduate,Humanities,1691
26898,Graduate,STEM,1067
5167,High School,,1965
21001,Graduate,STEM,1930
11556,Graduate,STEM,1553
32851,High School,,1219
15283,Graduate,STEM,1522
8624,Masters,STEM,1486
16374,High School,,1230
29119,Graduate,Business Degree,1805
26390,Graduate,STEM,1696
19707,Graduate,STEM,1507
5013,Graduate,No Major,1581
769,Graduate,STEM,1902
5951,Masters,STEM,1504
32086,High School,,1306
17347,Graduate,STEM,1684
21721,Graduate,STEM,1565
11894,Masters,STEM,1006
2256,Graduate,STEM,1778
27901,Graduate,STEM,1333
14078,Phd,STEM,1460
7271,Masters,STEM,1145
10942,Graduate,STEM,1503
30300,Graduate,STEM,1767
19845,Masters,STEM,1350
30040,Masters,Other,1787
28975,Graduate,STEM,1921
8974,High School,,1011
10216,Graduate,STEM,1401
4875,Graduate,STEM,1842
27927,Masters,STEM,1640
20969,Graduate,STEM,1479
20898,High School,,1110
27649,Graduate,STEM,1318
24200,Masters,STEM,1182
24687,Graduate,Arts,1511
391,Graduate,STEM,1532
24778,Graduate,STEM,1498
26080,Graduate,No Major,1244
32837,Graduate,STEM,1341
10140,High School,,1436
22868,Graduate,STEM,1985
16085,Primary School,,1869
308,Graduate,STEM,1567
27252,Graduate,STEM,1905
33370,High School,,1226
29782,Graduate,STEM,1735
13637,Graduate,STEM,1599
6470,Graduate,STEM,1947
19070,High School,,1266
19368,Graduate,Humanities,1170
29696,Graduate,Arts,1691
22841,Masters,STEM,1613
32307,Graduate,STEM,1924
5942,Graduate,STEM,1367
20191,High School,,1119
9363,Masters,Other,1240
25744,High School,,1247
14951,Graduate,STEM,1733
14543,High School,,1773
748,Graduate,STEM,1429
13427,Graduate,STEM,1127
32886,Graduate,Arts,1246
15104,Graduate,STEM,1954
20100,Graduate,STEM,1539
18858,Masters,STEM,1214
24464,Graduate,STEM,1202
12082,Masters,STEM,1419
13783,Graduate,STEM,1559
9492,Masters,STEM,1786
14072,Graduate,STEM,1748
13700,High School,,1803
17036,Graduate,STEM,1421
321,Primary School,,1110
17681,Graduate,STEM,1155
32023,Graduate,STEM,1390
19193,Graduate,STEM,1997
15814,Graduate,STEM,1899
26837,Graduate,STEM,1890
28294,Masters,STEM,1820
13816,Graduate,STEM,1245
8406,Graduate,STEM,1877
375,Masters,STEM,1121
22435,High School,,1731
2890,Masters,STEM,1249
16144,Graduate,STEM,1148
26998,High School,,1489
30034,Masters,STEM,1527
7043,Graduate,STEM,1164
2117,Masters,STEM,1986
7624,Graduate,STEM,1633
23075,Graduate,,1437
9553,Graduate,STEM,1416
23348,Graduate,STEM,1950
8134,Graduate,STEM,1156
30420,Graduate,STEM,1763
7895,Masters,STEM,1850
18751,High School,,1679
24487,Graduate,STEM,1504
130,Graduate,STEM,1764
1896,Masters,STEM,1905
16779,Masters,STEM,1587
1831,Graduate,STEM,1456
24441,Masters,STEM,1934
21062,Masters,STEM,1313
13026,Graduate,STEM,1707
19042,Masters,STEM,1762
1755,Graduate,STEM,1518
30224,Masters,Other,1262
14213,Masters,STEM,1316
22128,Graduate,STEM,1795
21305,Graduate,STEM,2000
20177,Graduate,STEM,1438
25262,Masters,No Major,1612
9146,Graduate,STEM,1938
31116,Graduate,STEM,1932
24449,Graduate,No Major,1882
27126,Masters,STEM,1634
13287,Graduate,STEM,1848
3405,,,1947
18458,Graduate,STEM,1118
24343,Graduate,STEM,1821
11742,Graduate,STEM,1653
9836,Graduate,STEM,1972
13532,Graduate,Humanities,1602
19871,Graduate,STEM,1093
26665,Graduate,STEM,1601
19076,Graduate,STEM,1705
12009,Graduate,STEM,1121
23495,Masters,STEM,1100
6512,Graduate,STEM,1690
8148,Graduate,STEM,1170
6553,Masters,STEM,1433
22755,Masters,STEM,1338
1340,Graduate,STEM,1311
24383,High School,,1735
4527,,,1063
32671,Graduate,STEM,1149
10807,Graduate,STEM,1996
25532,Graduate,STEM,1336
15040,High School,,1927
24348,Graduate,STEM,1263
2154,Masters,STEM,1972
5414,High School,,1759
32730,Graduate,STEM,1110
1948,Phd,STEM,1369
15365,Masters,STEM,1300
24500,Graduate,STEM,1742
14982,Graduate,STEM,1946
25911,Graduate,STEM,1465
27313,Graduate,STEM,1076
18466,High School,,1363
11537,,,1304
29134,Masters,STEM,1093
14141,Graduate,STEM,1296
13835,Graduate,STEM,1626
9568,Graduate,STEM,1817
23201,Masters,STEM,1388
2843,Graduate,STEM,1761
26987,Graduate,STEM,1431
24365,Graduate,STEM,1629
11052,Masters,STEM,1815
3552,High School,,1577
24651,Graduate,Humanities,1120
4644,Masters,STEM,1153
3082,Masters,STEM,1825
3886,High School,,1642
15821,Masters,STEM,1643
10670,Graduate,STEM,1197
20377,Graduate,STEM,1194
791,Graduate,STEM,1761
11351,Graduate,STEM,1936
1460,Graduate,Arts,1819
15778,Graduate,STEM,1693
6870,Graduate,STEM,1908
32593,High School,,1512
21055,Graduate,STEM,1190
24090,Graduate,STEM,1882
17690,Masters,Arts,1506
13053,Graduate,STEM,1425
12229,Masters,STEM,1813
4485,High School,,1226
12791,Graduate,Humanities,1488
6013,Masters,STEM,1669
27263,Masters,STEM,1429
13442,Graduate,STEM,1449
10793,Graduate,STEM,1351
30581,Graduate,STEM,1845
23525,High School,,1059
9421,Graduate,STEM,1019
14714,Graduate,STEM,1362
1725,Masters,Humanities,1385
3154,Graduate,STEM,1703
6688,Graduate,STEM,1943
17332,Masters,STEM,1571
15730,Graduate,STEM,1936
7099,Graduate,STEM,1366
8183,Graduate,STEM,1558
21524,Graduate,Other,1324
1524,Graduate,STEM,1544
27737,Graduate,No Major,1240
27790,High School,,1881
11146,Graduate,Humanities,1495
31520,High School,,1155
12188,Graduate,STEM,1065
31178,High School,,1163
4712,Graduate,STEM,1779
23483,,,1537
30227,Graduate,STEM,1938
8907,Graduate,STEM,1682
15721,Graduate,STEM,1977
25015,Graduate,STEM,1167
1990,Graduate,STEM,1061
30515,Graduate,STEM,1503
26949,Graduate,STEM,1370
31589,Graduate,STEM,1805
31374,Graduate,STEM,1251
7705,Graduate,STEM,1861
17146,Graduate,STEM,1955
558,Primary School,,1433
1961,Graduate,STEM,1324
26675,Graduate,STEM,1085
33065,Graduate,STEM,1519
16281,Graduate,STEM,1008
16036,Graduate,STEM,1839
20620,Masters,Business Degree,1481
4196,High School,,1295
7892,Graduate,STEM,1006
19768,Graduate,STEM,1055
33180,High School,,1382
13215,Graduate,STEM,1184
2386,Graduate,STEM,1029
18582,Masters,STEM,1383
25222,Graduate,STEM,1684
5697,Graduate,STEM,1362
5172,Graduate,STEM,1871
1815,Masters,STEM,1050
18347,Graduate,STEM,1511
3907,Masters,STEM,1414
372,Graduate,No Major,1295
10580,Phd,STEM,1177
33376,Masters,Business Degree,1311
27970,Graduate,STEM,1006
20568,Masters,STEM,1427
9059,Masters,STEM,1988
27233,Graduate,STEM,1621
30763,Graduate,STEM,1506
12383,Graduate,Business Degree,1140
16428,Graduate,STEM,1379
3074,Graduate,STEM,1904
18577,Masters,STEM,1906
26667,Graduate,STEM,1971
16761,Masters,STEM,1684
953,Graduate,STEM,1398
22702,Graduate,STEM,1833
20533,Graduate,STEM,1177
26444,Masters,STEM,1059
6617,Masters,STEM,1631
1664,Masters,STEM,1464
13312,Graduate,Other,1262
5051,Graduate,STEM,1525
27122,Graduate,STEM,1351
13663,Graduate,Business Degree,1659
30803,Graduate,STEM,1902
29610,Graduate,STEM,1415
24856,Graduate,STEM,1912
27478,Graduate,No Major,1688
24844,Masters,STEM,1535
13444,Graduate,STEM,1616
20446,Graduate,STEM,1788
4296,Phd,STEM,1520
23167,High School,,1003
33297,,,1780
32407,Graduate,STEM,1782
32501,Masters,STEM,1761
18350,Graduate,STEM,1541
26286,Graduate,STEM,1379
2526,Masters,STEM,1639
26269,Graduate,STEM,1963
8862,Graduate,STEM,1104
19713,Graduate,STEM,1319
4104,Phd,STEM,1280
30230,Masters,STEM,1230
14437,Graduate,STEM,1480
396,Graduate,STEM,1619
21730,High School,,1541
9720,Graduate,STEM,1732
26319,Masters,STEM,1904
11921,Masters,STEM,1522
12918,Graduate,STEM,1393
13234,Graduate,STEM,1011
20788,Masters,STEM,1905
19380,Graduate,STEM,1297
5852,Graduate,Humanities,1843
26206,Graduate,Arts,1704
8417,High School,,1941
4780,Primary School,,1885
12186,Graduate,STEM,1351
29233,Graduate,STEM,1650
18321,Graduate,STEM,1966
25771,Masters,Other,1522
6514,Graduate,STEM,1439
7763,Graduate,STEM,1148
901,Graduate,STEM,1456
10267,Masters,STEM,1406
2474,Graduate,STEM,1290
10054,Masters,STEM,1534
16767,Graduate,STEM,1573
17256,High School,,1525
20557,Graduate,STEM,1597
18784,Masters,STEM,1122
21160,Graduate,STEM,1076
24527,Graduate,STEM,1776
16927,Graduate,Other,1589
19549,Graduate,STEM,1991
15987,Masters,STEM,1338
30597,Primary School,,1592
17580,Graduate,STEM,1178
2206,Phd,STEM,1071
10901,Graduate,STEM,1283
6286,Masters,STEM,1384
33168,Masters,STEM,1402
28497,Graduate,STEM,1463
931,Graduate,STEM,1387
5579,High School,,1245
22350,Graduate,STEM,1928
25365,Graduate,STEM,1947
27270,Masters,STEM,1907
30250,Graduate,STEM,1535
6004,Graduate,STEM,1174
9675,Masters,Business Degree,1215
11141,Graduate,STEM,1390
12143,Masters,STEM,1145
33190,Graduate,STEM,1732
2129,Graduate,STEM,1415
4673,Masters,STEM,1098
2728,Graduate,STEM,1485
18736,Masters,STEM,1178
19772,Graduate,STEM,1245
29911,,,1417
18353,Graduate,STEM,1485
26857,Graduate,STEM,1001
11590,Graduate,Arts,1961
8262,Graduate,STEM,1513
14668,Graduate,STEM,1193
17104,Phd,STEM,1359
764,Graduate,STEM,1355
32234,Primary School,,1442
7149,Graduate,STEM,1880
6119,Graduate,STEM,1602
17974,Masters,STEM,1972
29411,Masters,STEM,1687
17089,Graduate,STEM,1907
4096,Graduate,STEM,1009
29066,Graduate,STEM,1567
15456,Graduate,Humanities,1634
16139,Graduate,Arts,1996
18243,Graduate,STEM,1989
3935,High School,,1099
18954,Graduate,STEM,1801
20256,Masters,Business Degree,1967
30850,Graduate,STEM,1080
19893,Masters,STEM,1328
27518,Graduate,STEM,1732
26297,Graduate,STEM,1433
1160,Graduate,No Major,1440
27014,High School,,1472
8824,Graduate,STEM,1339
29439,Graduate,Other,1453
5068,Masters,STEM,1146
30554,Graduate,STEM,1187
12255,Graduate,STEM,1151
14554,Masters,STEM,1610
24931,Masters,STEM,1575
23149,Graduate,STEM,1586
23158,Graduate,Arts,1337
8156,Graduate,STEM,1561
22015,Graduate,STEM,1316
16237,Masters,STEM,1906
23067,Graduate,STEM,1627
16502,Graduate,STEM,1655
31714,Graduate,STEM,1549
7260,Graduate,STEM,1920
15333,Graduate,STEM,1211
2289,Masters,STEM,1822
19025,Phd,STEM,1627
22223,Graduate,STEM,1168
4860,Phd,STEM,1527
7556,Graduate,STEM,1564
11501,Graduate,STEM,1586
23920,High School,,1607
17844,Graduate,STEM,1375
1448,Graduate,STEM,1566
7302,Graduate,STEM,1703
6659,Graduate,Humanities,1350
33278,Graduate,STEM,1151
26167,Masters,STEM,1112
17057,Graduate,STEM,1771
12195,Graduate,STEM,1725
380,Graduate,STEM,1134
30615,High School,,1238
10920,Graduate,STEM,1711
21542,Masters,STEM,1034
13298,Phd,STEM,1640
22627,High School,,1301
9185,High School,,1249
1149,Graduate,STEM,1015
9349,Phd,STEM,1568
2267,High School,,1455
10490,Graduate,STEM,1908
14475,,,1205
30465,Graduate,STEM,1327
29532,Graduate,STEM,1310
31327,Graduate,STEM,1246
13522,Graduate,STEM,1109
10531,Graduate,STEM,1371
13013,Graduate,STEM,1936
27849,Graduate,STEM,1308
21743,High School,,1329
17530,Masters,STEM,1628
5959,Masters,STEM,1242
16402,Masters,STEM,1579
16615,Graduate,,1568
31134,Graduate,STEM,1886
27600,High School,,1675
13594,Graduate,STEM,1252
10383,Graduate,STEM,1749
30363,Graduate,STEM,1835
12004,Graduate,STEM,1138
8094,High School,,1551
5215,Graduate,STEM,1305
10405,Masters,STEM,1799
25798,Graduate,STEM,1992
19855,,,1923
20316,Masters,STEM,1087
8282,Masters,STEM,1388
14430,High School,,1031
19993,High School,,1401
10236,Masters,STEM,1210
23720,Graduate,STEM,1207
30818,High School,,1340
30163,Graduate,STEM,1085
10094,Graduate,STEM,1608
20008,Graduate,STEM,1491
9604,,,1039
32500,Masters,STEM,1721
21879,Graduate,STEM,1037
5869,Graduate,STEM,1050
28110,Graduate,STEM,1997
25514,Graduate,Humanities,1590
3008,Graduate,STEM,1714
21289,Graduate,No Major,1156
8069,High School,,1750
11538,Primary School,,1491
21472,,,1879
26001,Graduate,STEM,1112
1844,Graduate,STEM,1018
29775,Masters,STEM,1420
9951,Graduate,STEM,1033
5336,High School,,1038
14514,High School,,1401
26983,Graduate,STEM,1649
4833,High School,,1787
24731,Graduate,Arts,1081
21114,Graduate,STEM,1084
4406,Graduate,STEM,1325
19539,Phd,STEM,1779
6535,Graduate,STEM,1639
29993,Graduate,STEM,1612
11665,Graduate,STEM,1355
32410,Graduate,STEM,1356
6634,Graduate,STEM,1370
21068,,,1117
5975,Graduate,STEM,1317
18211,Graduate,STEM,1328
9336,High School,,1752
989,Graduate,STEM,1669
30931,Graduate,STEM,1359
21561,Masters,STEM,1347
23580,Graduate,STEM,1693
31411,,,1799
18783,Graduate,STEM,1574
30364,,,1211
8984,Graduate,STEM,1220
169,Masters,STEM,1620
17768,Graduate,STEM,1131
29839,Graduate,Humanities,1648
29020,Graduate,STEM,1606
26326,Graduate,STEM,1370
25080,Graduate,STEM,1525
12125,Graduate,STEM,1947
16446,Graduate,STEM,1372
21906,Graduate,STEM,1681
14423,Graduate,STEM,1665
25667,Graduate,STEM,1158
27510,Graduate,STEM,1485
596,Graduate,STEM,1326
31194,High School,,1165
8847,Graduate,STEM,1420
7660,Graduate,STEM,1731
23048,Graduate,STEM,1707
10983,,,1121
5690,Graduate,STEM,1400
9192,Masters,STEM,1673
7690,Masters,STEM,1917
3992,Graduate,STEM,1872
6391,Graduate,STEM,1746
4442,Phd,STEM,1837
17095,Graduate,STEM,1733
19589,Graduate,STEM,1705
6190,Graduate,STEM,1927
7868,Graduate,STEM,1756
436,Graduate,STEM,1547
2982,Masters,STEM,1269
4378,Graduate,STEM,1807
7403,Graduate,STEM,1289
27940,Graduate,STEM,1840
118,Masters,STEM,1458
27057,Graduate,STEM,1851
568,Graduate,STEM,1204
27729,Graduate,STEM,1482
30482,Graduate,STEM,1915
31207,High School,,1901
2088,Graduate,STEM,1347
26044,High School,,1851
9802,High School,,1856
23023,Graduate,STEM,1041
23625,High School,,1841
6176,Graduate,STEM,1466
25624,Graduate,STEM,1858
15780,Graduate,STEM,1205
3983,Graduate,STEM,1699
24242,Graduate,Humanities,1602
6825,Masters,No Major,1389
6247,Graduate,STEM,1824
27207,Graduate,STEM,1865
4960,Graduate,STEM,1153
13181,Masters,STEM,1338
5613,Graduate,STEM,1978
29715,Masters,STEM,1234
9788,Graduate,STEM,1805
32069,Graduate,STEM,1523
20389,Graduate,STEM,1252
28389,Graduate,STEM,1398
6567,Masters,STEM,1464
24841,Graduate,STEM,1174
29847,Graduate,STEM,1715
31745,Graduate,STEM,1924
28499,Graduate,STEM,1746
1681,Masters,STEM,1702
8790,Graduate,Humanities,1240
11244,Masters,STEM,1788
8599,Graduate,STEM,1254
101,Masters,STEM,1613
16561,High School,,1669
18902,Graduate,Humanities,1158
10702,Graduate,STEM,1330
213,Masters,STEM,1316
5420,Graduate,STEM,1160
18125,Masters,Humanities,1126
12421,Masters,STEM,1918
3489,Graduate,STEM,1697
20972,Masters,STEM,1460
6848,Graduate,STEM,1125
1415,Phd,STEM,1219
14645,Graduate,STEM,1771
20686,Masters,STEM,1686
31127,Graduate,STEM,1710
28045,,,1818
22840,High School,,1402
24473,High School,,1686
15646,Masters,STEM,1107
1743,Masters,Business Degree,1077
26355,Masters,Humanities,1097
27231,High School,,1976
4915,Graduate,STEM,1431
25407,Graduate,STEM,1653
30894,Masters,STEM,1118
27218,Graduate,STEM,1749
26194,Phd,STEM,1757
20971,Phd,STEM,1163
25826,Graduate,STEM,1732
5467,High School,,1498
25594,Graduate,STEM,1291
16827,High School,,1158
32109,Graduate,STEM,1223
7371,Phd,STEM,1319
7920,Masters,STEM,1729
6223,Graduate,STEM,1788
3810,Graduate,STEM,1410
21867,Masters,STEM,1065
19369,Masters,STEM,1535
28094,Graduate,STEM,1752
19511,Graduate,STEM,1817
5117,Graduate,STEM,1145
27852,Graduate,STEM,1245
6840,Graduate,STEM,1384
24907,Graduate,STEM,1295
14061,High School,,1897
17121,High School,,1126
15706,Graduate,STEM,1031
14196,Graduate,STEM,1868
13319,High School,,1144
30368,High School,,1462
20311,Graduate,STEM,1187
6148,Graduate,STEM,1791
5241,Graduate,STEM,1783
10998,Masters,STEM,1516
25412,High School,,1208
14805,Graduate,STEM,1343
30623,Graduate,STEM,1953
5347,Graduate,STEM,1715
21026,Graduate,Other,1797
29466,High School,,1673
32723,Masters,STEM,1646
19851,Masters,STEM,1956
5024,Masters,STEM,1907
15631,Masters,Other,1072
1147,Graduate,STEM,1406
10415,Masters,STEM,1001
24593,Graduate,STEM,1102
6370,Graduate,STEM,1453
25935,Masters,STEM,1094
6532,Masters,STEM,1804
5398,Graduate,STEM,1925
12788,Masters,STEM,1404
280,Graduate,STEM,1606
4643,Primary School,,1298
2328,Graduate,STEM,1342
23615,High School,,1149
4611,Graduate,STEM,1755
6780,Graduate,STEM,1561
2363,Graduate,STEM,1833
6810,Graduate,STEM,1937
27328,Graduate,STEM,1548
24750,Primary School,,1560
14486,Graduate,STEM,1300
597,Graduate,STEM,1854
19879,Graduate,STEM,1476
15894,Graduate,STEM,1606
30806,Graduate,STEM,1570
28407,Graduate,STEM,1847
31124,Graduate,STEM,1473
17344,Graduate,STEM,1498
158,Masters,STEM,1876
2554,Graduate,STEM,1772
30876,Graduate,STEM,1705
24616,Masters,STEM,1849
20560,Graduate,STEM,1386
8021,Graduate,STEM,1613
15632,Graduate,STEM,1409
15087,Graduate,STEM,1472
11951,Masters,STEM,1556
11747,Graduate,STEM,1640
22586,Masters,STEM,1603
12822,Phd,STEM,1781
28442,Graduate,STEM,1769
27997,Graduate,Humanities,1161
20252,Masters,STEM,1571
14130,High School,,1127
4143,Graduate,STEM,1528
16078,Graduate,STEM,1674
8572,Graduate,Business Degree,1726
17155,Masters,STEM,1635
3466,Graduate,STEM,1240
25961,Masters,STEM,1728
10425,Graduate,STEM,1582
4126,Graduate,Humanities,1584
28558,Graduate,STEM,1435
29516,High School,,1473
14461,Graduate,STEM,1325
30217,Masters,STEM,1647
1506,Graduate,STEM,1146
29943,Graduate,STEM,1965
23005,Masters,STEM,1687
4941,Graduate,STEM,1308
9355,Graduate,STEM,1042
27147,Graduate,STEM,1524
32863,Graduate,Other,1596
8725,Graduate,STEM,1613
11122,Graduate,Other,1816
2264,Graduate,STEM,1075
24046,Graduate,STEM,1422
4661,Graduate,STEM,1988
25044,Graduate,STEM,1300
7982,Graduate,STEM,1228
27734,Graduate,STEM,1426
8294,Masters,Humanities,1243
29520,Graduate,STEM,1725
3869,High School,,1015
19217,Graduate,STEM,1409
22339,Graduate,STEM,1038
5335,High School,,1577
6979,High School,,1605
17646,Graduate,STEM,1479
6542,Masters,STEM,1018
26970,High School,,1538
23369,Graduate,STEM,1053
5308,Masters,STEM,1231
26258,Graduate,STEM,1553
13558,Masters,STEM,1046
19262,Graduate,Arts,1081
10891,Graduate,STEM,1662
26375,High School,,1520
20651,Masters,STEM,1160
